,Land_class,x,y,ID,pres,sex,age,status,country,year,season,region
14458,Arable (non-irrigated),3466837.861,2121494.535,C0774F13,0,male,adult,migrant,france,3,winter,fs
14459,Arable (non-irrigated),3938426.655,2906249.568,C0774F13,0,male,adult,migrant,france,3,winter,fs
14460,"Natural grasslands, heath and scrub",3401502.281,2051190.569,C0774F13,0,male,adult,migrant,france,3,winter,fs
14461,Permanent grasslands,3447381.191,2093431.586,C0774F13,0,male,adult,migrant,france,3,winter,fs
14462,Arable (non-irrigated),3326138.06,2218829.508,C0774F13,0,male,adult,migrant,france,3,winter,fs
14463,"Natural grasslands, heath and scrub",3446263.92,2086282.194,C0774F13,0,male,adult,migrant,france,3,winter,fs
14464,"Natural grasslands, heath and scrub",3319598.671,2213172.421,C0774F13,0,male,adult,migrant,france,3,winter,fs
14465,Arable (non-irrigated),3466032.676,2163842.188,C0774F13,0,male,adult,migrant,france,3,winter,fs
14466,Arable (non-irrigated),3931944.048,2923968.814,C0774F13,0,male,adult,migrant,france,3,winter,fs
14467,Woodland,3398622.585,2035547.02,C0774F13,0,male,adult,migrant,france,3,winter,fs
14468,Woodland,3319324.238,2233766.31,C0774F13,0,male,adult,migrant,france,3,winter,fs
14469,Woodland,3402455.096,2035322.623,C0774F13,0,male,adult,migrant,france,3,winter,fs
14470,Arable (non-irrigated),3915234.242,2890886.265,C0774F13,0,male,adult,migrant,france,3,winter,fs
14471,Woodland,3109622.579,2311830.892,C0774F13,0,male,adult,migrant,france,3,winter,fs
14472,"Natural grasslands, heath and scrub",3258587.246,2279444.804,C0774F13,0,male,adult,migrant,france,3,winter,fs
14473,Arable (non-irrigated),3916017.899,2911191.231,C0774F13,0,male,adult,migrant,france,3,winter,fs
14474,Arable (irrigated),3081690.349,2150972.11,C0774F13,0,male,adult,migrant,france,3,winter,fs
14475,Arable (irrigated),3075953.518,2148957.603,C0774F13,0,male,adult,migrant,france,3,winter,fs
14476,Arable (non-irrigated),3922446.834,2907188.642,C0774F13,0,male,adult,migrant,france,3,winter,fs
14477,Agriculture/natural vegetation,3933300.455,2923383.96,C0774F13,0,male,adult,migrant,france,3,winter,fs
14478,"Natural grasslands, heath and scrub",3915290.95,2908309.668,C0774F13,0,male,adult,migrant,france,3,winter,fs
14479,"Natural grasslands, heath and scrub",3304717.88,2175168.261,C0774F13,0,male,adult,migrant,france,3,winter,fs
14480,Arable (non-irrigated),3448084.506,2092213.492,C0774F13,0,male,adult,migrant,france,3,winter,fs
14481,Arable (irrigated),3074471.642,2149163.914,C0774F13,0,male,adult,migrant,france,3,winter,fs
14482,Arable (non-irrigated),3916950.165,2855806.204,C0774F13,0,male,adult,migrant,france,3,winter,fs
14483,"Natural grasslands, heath and scrub",3303353.02,2177579.74,C0774F13,0,male,adult,migrant,france,3,winter,fs
14484,Arable (non-irrigated),3113762.977,2300867.495,C0774F13,0,male,adult,migrant,france,3,winter,fs
14485,Woodland,3931163.962,2912483.792,C0774F13,0,male,adult,migrant,france,3,winter,fs
14486,Orchards and vineyards,3324595.321,2203014.195,C0774F13,0,male,adult,migrant,france,3,winter,fs
14487,Arable (irrigated),3315006.914,2231719.251,C0774F13,0,male,adult,migrant,france,3,winter,fs
14488,"Natural grasslands, heath and scrub",3925781.298,2913374.849,C0774F13,0,male,adult,migrant,france,3,winter,fs
14489,Inland water,3317669.776,2227060.188,C0774F13,0,male,adult,migrant,france,3,winter,fs
14490,Arable (non-irrigated),3413846.07,2171980.876,C0774F13,0,male,adult,migrant,france,3,winter,fs
14491,"Natural grasslands, heath and scrub",3315407.674,2205766.199,C0774F13,0,male,adult,migrant,france,3,winter,fs
14492,Arable (non-irrigated),3068672.934,2272289.378,C0774F13,0,male,adult,migrant,france,3,winter,fs
14493,Arable (non-irrigated),3904050.452,2827220.324,C0774F13,0,male,adult,migrant,france,3,winter,fs
14494,Arable (non-irrigated),3898715.674,2828767.435,C0774F13,0,male,adult,migrant,france,3,winter,fs
14495,"Natural grasslands, heath and scrub",3459854.84,2119413.556,C0774F13,0,male,adult,migrant,france,3,winter,fs
14496,"Natural grasslands, heath and scrub",3916128.041,2899027.52,C0774F13,0,male,adult,migrant,france,3,winter,fs
14497,Arable (irrigated),3058242.866,2181999.857,C0774F13,0,male,adult,migrant,france,3,winter,fs
14498,Orchards and vineyards,3082445.276,2148461.293,C0774F13,0,male,adult,migrant,france,3,winter,fs
14499,Arable (non-irrigated),3074246.801,2151962.68,C0774F13,0,male,adult,migrant,france,3,winter,fs
14500,Arable (non-irrigated),3933290.609,2901139.961,C0774F13,0,male,adult,migrant,france,3,winter,fs
14501,Woodland,3319075.644,2215410.64,C0774F13,0,male,adult,migrant,france,3,winter,fs
14502,Arable (irrigated),3450297.9,2084987.825,C0774F13,0,male,adult,migrant,france,3,winter,fs
14503,"Natural grasslands, heath and scrub",2810012.412,1772802.344,C0774F13,0,male,adult,migrant,france,3,winter,fs
14504,Arable (non-irrigated),3323752.805,2220093.385,C0774F13,0,male,adult,migrant,france,3,winter,fs
14505,Orchards and vineyards,3325715.498,2222823.87,C0774F13,0,male,adult,migrant,france,3,winter,fs
14506,Complex cultivation patterns,3318558.19,2226211.9,C0774F13,0,male,adult,migrant,france,3,winter,fs
14507,Arable (irrigated),3069302.175,2277652.335,C0774F13,0,male,adult,migrant,france,3,winter,fs
14508,Arable (non-irrigated),3322136.987,2216959.149,C0774F13,0,male,adult,migrant,france,3,winter,fs
14509,Arable (non-irrigated),3371416.787,2080957.251,C0774F13,0,male,adult,migrant,france,3,winter,fs
14510,Arable (non-irrigated),3080312.76,2148051.167,C0774F13,0,male,adult,migrant,france,3,winter,fs
14511,Agriculture/natural vegetation,3128474.96,2011227.873,C0774F13,0,male,adult,migrant,france,3,winter,fs
14512,"Natural grasslands, heath and scrub",3317063.216,2237470.201,C0774F13,0,male,adult,migrant,france,3,winter,fs
14513,Arable (non-irrigated),3369200.836,2079023.94,C0774F13,0,male,adult,migrant,france,3,winter,fs
14514,Arable (non-irrigated),3897069.869,2848969.641,C0774F13,0,male,adult,migrant,france,3,winter,fs
14515,Orchards and vineyards,3324306.833,2217667.949,C0774F13,0,male,adult,migrant,france,3,winter,fs
14516,Woodland,3400092.442,2044233.258,C0774F13,0,male,adult,migrant,france,3,winter,fs
14517,Arable (non-irrigated),3447653.089,2076095.768,C0774F13,0,male,adult,migrant,france,3,winter,fs
14518,Woodland,3316002.057,2212290.425,C0774F13,0,male,adult,migrant,france,3,winter,fs
14519,Arable (non-irrigated),3401601.835,2062881.41,C0774F13,0,male,adult,migrant,france,3,winter,fs
14520,"Natural grasslands, heath and scrub",3399226.229,2030590.82,C0774F13,0,male,adult,migrant,france,3,winter,fs
14521,"Natural grasslands, heath and scrub",3171646.193,2253973.228,C0774F13,0,male,adult,migrant,france,3,winter,fs
14522,"Natural grasslands, heath and scrub",3915232.072,2907847.234,C0774F13,0,male,adult,migrant,france,3,winter,fs
14523,Arable (non-irrigated),3153238.114,1998470.136,C0774F13,0,male,adult,migrant,france,3,winter,fs
14524,Complex cultivation patterns,3702241.017,2335165.287,C0774F13,0,male,adult,migrant,france,3,winter,fs
14525,Arable (non-irrigated),3169070.796,2250761.209,C0774F13,0,male,adult,migrant,france,3,winter,fs
14526,"Natural grasslands, heath and scrub",3927152.829,2916504.304,C0774F13,0,male,adult,migrant,france,3,winter,fs
14527,Permanent grasslands,3271575.095,2292449.646,C0774F13,0,male,adult,migrant,france,3,winter,fs
14528,Arable (non-irrigated),3170608.125,2253824.621,C0774F13,0,male,adult,migrant,france,3,winter,fs
14529,Orchards and vineyards,3318967.227,2219011.146,C0774F13,0,male,adult,migrant,france,3,winter,fs
14530,Urban,3150801.426,1998037.066,C0774F13,0,male,adult,migrant,france,3,winter,fs
14531,Arable (non-irrigated),3128259.023,2010001.578,C0774F13,0,male,adult,migrant,france,3,winter,fs
14532,Arable (non-irrigated),3921906.024,2902033.342,C0774F13,0,male,adult,migrant,france,3,winter,fs
14533,Woodland,3260110.569,2277507.88,C0774F13,0,male,adult,migrant,france,3,winter,fs
14534,Arable (non-irrigated),3454014.385,2110139.256,C0774F13,0,male,adult,migrant,france,3,winter,fs
14535,Arable (non-irrigated),3933991.17,2919131.22,C0774F13,0,male,adult,migrant,france,3,winter,fs
14536,"Natural grasslands, heath and scrub",3403074.839,2051792.431,C0774F13,0,male,adult,migrant,france,3,winter,fs
14537,Arable (non-irrigated),3460057.872,2118305.582,C0774F13,0,male,adult,migrant,france,3,winter,fs
14538,"Natural grasslands, heath and scrub",3271341.53,2287145.175,C0774F13,0,male,adult,migrant,france,3,winter,fs
14539,Arable (non-irrigated),3362865.903,1916219.022,C0774F13,0,male,adult,migrant,france,3,winter,fs
14540,Complex cultivation patterns,3323455.957,2217135.168,C0774F13,0,male,adult,migrant,france,3,winter,fs
14541,Woodland,3403330.517,2040255.768,C0774F13,0,male,adult,migrant,france,3,winter,fs
14542,Arable (non-irrigated),3447298.968,2075584.612,C0774F13,0,male,adult,migrant,france,3,winter,fs
14543,Arable (non-irrigated),3468695.653,2125663.662,C0774F13,0,male,adult,migrant,france,3,winter,fs
14544,Arable (irrigated),3320794.51,2225901.976,C0774F13,0,male,adult,migrant,france,3,winter,fs
14545,"Natural grasslands, heath and scrub",3399624.215,2056469.983,C0774F13,0,male,adult,migrant,france,3,winter,fs
14546,"Natural grasslands, heath and scrub",3320528.835,2205964.506,C0774F13,0,male,adult,migrant,france,3,winter,fs
14547,Arable (non-irrigated),3147064.938,2116685.212,C0774F13,0,male,adult,migrant,france,3,winter,fs
14548,Urban,3909605.561,2885652.314,C0774F13,0,male,adult,migrant,france,3,winter,fs
14549,Permanent grasslands,3114207.335,2304080.402,C0774F13,0,male,adult,migrant,france,3,winter,fs
14550,Arable (non-irrigated),3895315.463,2848913.54,C0774F13,0,male,adult,migrant,france,3,winter,fs
14551,Arable (non-irrigated),3922091.567,2901263.4,C0774F13,0,male,adult,migrant,france,3,winter,fs
14552,Arable (non-irrigated),3059677.935,2178273.16,C0774F13,0,male,adult,migrant,france,3,winter,fs
14553,Orchards and vineyards,3322547.674,2212899.486,C0774F13,0,male,adult,migrant,france,3,winter,fs
14554,Arable (non-irrigated),3920310.671,2903422.533,C0774F13,0,male,adult,migrant,france,3,winter,fs
14555,Woodland,3274416.493,2300835.8,C0774F13,0,male,adult,migrant,france,3,winter,fs
14556,"Natural grasslands, heath and scrub",3451651.606,2171525.715,C0774F13,0,male,adult,migrant,france,3,winter,fs
14557,"Natural grasslands, heath and scrub",3445705.703,2082668.342,C0774F13,0,male,adult,migrant,france,3,winter,fs
14558,"Natural grasslands, heath and scrub",3414574.643,2169864.658,C0774F13,0,male,adult,migrant,france,3,winter,fs
14559,Woodland,3260991.138,2286682.635,C0774F13,0,male,adult,migrant,france,3,winter,fs
14560,Woodland,3915535.243,2900059.299,C0774F13,0,male,adult,migrant,france,3,winter,fs
14561,Arable (non-irrigated),3112190.043,2304041.236,C0774F13,0,male,adult,migrant,france,3,winter,fs
14562,"Natural grasslands, heath and scrub",3266148.091,2286663.951,C0774F13,0,male,adult,migrant,france,3,winter,fs
14563,Arable (non-irrigated),3921576.495,2902598.135,C0774F13,0,male,adult,migrant,france,3,winter,fs
14564,Woodland,3263421.548,2282041.247,C0774F13,0,male,adult,migrant,france,3,winter,fs
14565,Arable (non-irrigated),3464046.433,2113993.174,C0774F13,0,male,adult,migrant,france,3,winter,fs
14566,Orchards and vineyards,3327946.831,2206992.909,C0774F13,0,male,adult,migrant,france,3,winter,fs
14567,Arable (non-irrigated),3934260.497,2906904.527,C0774F13,0,male,adult,migrant,france,3,winter,fs
14568,Arable (non-irrigated),3905276.285,2826467.037,C0774F13,0,male,adult,migrant,france,3,winter,fs
14569,Arable (non-irrigated),3145130.936,2116011.379,X38C16811,1,female,adult,migrant,france,3,winter,fs
14570,Arable (non-irrigated),3146862.265,2116440.983,X38C16811,1,female,adult,migrant,france,3,winter,fs
14571,Arable (non-irrigated),3145537.23,2114650.648,X38C16811,1,female,adult,migrant,france,3,winter,fs
14572,Arable (non-irrigated),3146154.986,2114899.484,X38C16811,1,female,adult,migrant,france,3,winter,fs
14573,Arable (non-irrigated),3145236.418,2115658.99,X38C16811,1,female,adult,migrant,france,3,winter,fs
14574,Arable (non-irrigated),3146453.645,2116109.301,X38C16811,1,female,adult,migrant,france,3,winter,fs
14575,Arable (non-irrigated),3144967.764,2114706.098,X38C16811,1,female,adult,migrant,france,3,winter,fs
14576,Arable (non-irrigated),3146542.51,2116269.621,X38C16811,1,female,adult,migrant,france,3,winter,fs
14577,Arable (non-irrigated),3147069.852,2115625.279,X38C16811,1,female,adult,migrant,france,3,winter,fs
14578,Arable (non-irrigated),3145813.78,2115781.372,X38C16811,1,female,adult,migrant,france,3,winter,fs
14579,Arable (non-irrigated),3146875.022,2116383.13,X38C16811,1,female,adult,migrant,france,3,winter,fs
14580,Arable (non-irrigated),3146411.221,2116118.982,X38C16811,1,female,adult,migrant,france,3,winter,fs
14581,Arable (non-irrigated),3145168.812,2114749.783,X38C16811,1,female,adult,migrant,france,3,winter,fs
14582,Arable (non-irrigated),3146792.633,2113929.146,X38C16811,1,female,adult,migrant,france,3,winter,fs
14583,Arable (non-irrigated),3146569.447,2116162.116,X38C16811,1,female,adult,migrant,france,3,winter,fs
14584,Arable (non-irrigated),3146891.218,2116180.473,X38C16811,1,female,adult,migrant,france,3,winter,fs
14585,Arable (non-irrigated),3146232.939,2115778.713,X38C16811,1,female,adult,migrant,france,3,winter,fs
14586,Arable (non-irrigated),3146662.632,2115342.948,X38C16811,1,female,adult,migrant,france,3,winter,fs
14587,"Natural grasslands, heath and scrub",3147591.809,2116844.221,X38C16811,1,female,adult,migrant,france,3,winter,fs
14588,Arable (non-irrigated),3146884.141,2116131.25,X38C16811,1,female,adult,migrant,france,3,winter,fs
14589,Arable (non-irrigated),3146224.222,2116526.553,X38C16811,1,female,adult,migrant,france,3,winter,fs
14590,Arable (non-irrigated),3145093.271,2115513.989,X38C16811,1,female,adult,migrant,france,3,winter,fs
14591,Arable (non-irrigated),3146535.361,2116137.713,X38C16811,1,female,adult,migrant,france,3,winter,fs
14592,Arable (non-irrigated),3146054.487,2115223.464,X38C16811,1,female,adult,migrant,france,3,winter,fs
14593,Arable (non-irrigated),3144799.319,2115492.34,X38C16811,1,female,adult,migrant,france,3,winter,fs
14594,Arable (non-irrigated),3146500.882,2116094.586,X38C16811,1,female,adult,migrant,france,3,winter,fs
14595,Arable (non-irrigated),3146440.665,2116124.714,X38C16811,1,female,adult,migrant,france,3,winter,fs
14596,Arable (non-irrigated),3146383.002,2116144.979,X38C16811,1,female,adult,migrant,france,3,winter,fs
14597,Arable (non-irrigated),3146575.207,2116327.181,X38C16811,1,female,adult,migrant,france,3,winter,fs
14598,Arable (non-irrigated),3147128.94,2115530.9,X38C16811,1,female,adult,migrant,france,3,winter,fs
14599,Arable (non-irrigated),3145602.799,2115655.347,X38C16811,1,female,adult,migrant,france,3,winter,fs
14600,Arable (non-irrigated),3146148.294,2115330.027,X38C16811,1,female,adult,migrant,france,3,winter,fs
14601,Arable (non-irrigated),3145892.23,2116597.187,X38C16811,1,female,adult,migrant,france,3,winter,fs
14602,Arable (non-irrigated),3146807.508,2115267.555,X38C16811,1,female,adult,migrant,france,3,winter,fs
14603,Arable (non-irrigated),3146991.495,2116464.582,X38C16811,1,female,adult,migrant,france,3,winter,fs
14604,Arable (non-irrigated),3145250.217,2115779.88,X38C16811,1,female,adult,migrant,france,3,winter,fs
14605,Arable (non-irrigated),3145270.134,2114496.485,X38C16811,1,female,adult,migrant,france,3,winter,fs
14606,Arable (non-irrigated),3145403.765,2113771.539,X38C16811,1,female,adult,migrant,france,3,winter,fs
14607,Arable (non-irrigated),3146544.987,2114340.569,X38C16811,1,female,adult,migrant,france,3,winter,fs
14608,Arable (non-irrigated),3144998.818,2114935.012,X38C16811,1,female,adult,migrant,france,3,winter,fs
14609,Arable (non-irrigated),3146481.176,2116202.793,X38C16811,1,female,adult,migrant,france,3,winter,fs
14610,Arable (non-irrigated),3146541.762,2116158.307,X38C16811,1,female,adult,migrant,france,3,winter,fs
14611,Arable (non-irrigated),3146539.238,2116127.206,X38C16811,1,female,adult,migrant,france,3,winter,fs
14612,Arable (non-irrigated),3147025.988,2115824.31,X38C16811,1,female,adult,migrant,france,3,winter,fs
14613,Arable (non-irrigated),3145086.7,2114653.42,X38C16811,1,female,adult,migrant,france,3,winter,fs
14614,Arable (non-irrigated),3146236.522,2116490.775,X38C16811,1,female,adult,migrant,france,3,winter,fs
14615,Arable (non-irrigated),3146099.756,2115287.857,X38C16811,1,female,adult,migrant,france,3,winter,fs
14616,Arable (non-irrigated),3145096.712,2115237.78,X38C16811,1,female,adult,migrant,france,3,winter,fs
14617,Arable (non-irrigated),3146155.05,2116562.511,X38C16811,1,female,adult,migrant,france,3,winter,fs
14618,Arable (non-irrigated),3145089.727,2114119.612,X38C16811,1,female,adult,migrant,france,3,winter,fs
14619,Arable (non-irrigated),3143352.728,2114581.832,X38C16811,1,female,adult,migrant,france,3,winter,fs
14620,Arable (non-irrigated),3145618.167,2116352.975,X38C16811,1,female,adult,migrant,france,3,winter,fs
14621,Arable (non-irrigated),3146732.262,2116198.931,X38C16811,1,female,adult,migrant,france,3,winter,fs
14622,Arable (non-irrigated),3147022.232,2116494.32,X38C16811,1,female,adult,migrant,france,3,winter,fs
14623,Arable (non-irrigated),3146870.16,2116157.372,X38C16811,1,female,adult,migrant,france,3,winter,fs
14624,Arable (non-irrigated),3146145.951,2118418.108,X38C16811,1,female,adult,migrant,france,3,winter,fs
14625,Arable (non-irrigated),3146184.939,2118405.122,X38C16811,1,female,adult,migrant,france,3,winter,fs
14626,Arable (non-irrigated),3146271.427,2118855.911,X38C16811,1,female,adult,migrant,france,3,winter,fs
14627,Arable (non-irrigated),3146486.317,2116125.522,X38C16811,1,female,adult,migrant,france,3,winter,fs
